indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
365,Fine particles (PM 2.5),Mean,UHF34,211,10.20,Williamsburg - Bushwick,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334121
365,Fine particles (PM 2.5),Mean,UHF34,211,10.94,Williamsburg - Bushwick,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173239
375,Nitrogen dioxide (NO2),Mean,UHF34,209,19.27,Bensonhurst - Bay Ridge,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,172693
386,Ozone (O3),Mean,UHF34,209,34.25,Bensonhurst - Bay Ridge,ppb,Summer 2016,,2016-06-01T00:00:00.000,412048
386,Ozone (O3),Mean,UHF34,209,33.85,Bensonhurst - Bay Ridge,ppb,Summer 2011,,2011-06-01T00:00:00.000,221863
386,Ozone (O3),Mean,UHF34,209,34.50,Bensonhurst - Bay Ridge,ppb,Summer 2010,,2010-06-01T00:00:00.000,221862
375,Nitrogen dioxide (NO2),Mean,UHF34,201,21.69,Greenpoint,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336628
375,Nitrogen dioxide (NO2),Mean,UHF34,201,19.63,Greenpoint,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667333
375,Nitrogen dioxide (NO2),Mean,UHF34,301,21.14,Washington Heights,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336661
375,Nitrogen dioxide (NO2),Mean,UHF34,301,17.09,Washington Heights,ppb,Summer 2014,,2014-06-01T00:00:00.000,211669
375,Nitrogen dioxide (NO2),Mean,UHF34,301,28.50,Washington Heights,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172594
375,Nitrogen dioxide (NO2),Mean,UHF34,301,22.24,Washington Heights,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643491
375,Nitrogen dioxide (NO2),Mean,UHF34,302,18.99,Central Harlem - Morningside Heights,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667405
375,Nitrogen dioxide (NO2),Mean,UHF34,302,31.06,Central Harlem - Morningside Heights,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172595
386,Ozone (O3),Mean,UHF34,402,30.87,West Queens,ppb,Summer 2014,,2014-06-01T00:00:00.000,221914
386,Ozone (O3),Mean,UHF34,302,28.58,Central Harlem - Morningside Heights,ppb,Summer 2014,,2014-06-01T00:00:00.000,221890
386,Ozone (O3),Mean,UHF34,405,31.33,Ridgewood - Forest Hills,ppb,Summer 2014,,2014-06-01T00:00:00.000,221926
375,Nitrogen dioxide (NO2),Mean,UHF34,101,10.39,Kingsbridge - Riverdale,ppb,Summer 2019,,2019-06-01T00:00:00.000,643445
375,Nitrogen dioxide (NO2),Mean,UHF34,101,14.28,Kingsbridge - Riverdale,ppb,Summer 2015,,2015-06-01T00:00:00.000,336617
375,Nitrogen dioxide (NO2),Mean,UHF34,101,20.13,Kingsbridge - Riverdale,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172613
375,Nitrogen dioxide (NO2),Mean,UHF34,101,23.12,Kingsbridge - Riverdale,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171695
375,Nitrogen dioxide (NO2),Mean,UHF34,102,21.91,Northeast Bronx,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667316
375,Nitrogen dioxide (NO2),Mean,UHF34,102,12.28,Northeast Bronx,ppb,Summer 2019,,2019-06-01T00:00:00.000,643448
375,Nitrogen dioxide (NO2),Mean,UHF34,102,15.79,Northeast Bronx,ppb,Summer 2015,,2015-06-01T00:00:00.000,336620
375,Nitrogen dioxide (NO2),Mean,UHF34,102,22.24,Northeast Bronx,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171696
375,Nitrogen dioxide (NO2),Mean,UHF34,102,20.21,Northeast Bronx,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172614
375,Nitrogen dioxide (NO2),Mean,UHF34,202,17.99,Downtown - Heights - Slope,ppb,Summer 2019,,2019-06-01T00:00:00.000,643460
375,Nitrogen dioxide (NO2),Mean,UHF34,202,17.42,Downtown - Heights - Slope,ppb,Summer 2015,,2015-06-01T00:00:00.000,336632
375,Nitrogen dioxide (NO2),Mean,UHF34,202,26.46,Downtown - Heights - Slope,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172618
375,Nitrogen dioxide (NO2),Mean,UHF34,202,28.16,Downtown - Heights - Slope,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171700
386,Ozone (O3),Mean,UHF34,202,27.61,Downtown - Heights - Slope,ppb,Summer 2019,,2019-06-01T00:00:00.000,650969
386,Ozone (O3),Mean,UHF34,202,29.76,Downtown - Heights - Slope,ppb,Summer 2015,,2015-06-01T00:00:00.000,338219
386,Ozone (O3),Mean,UHF34,101,28.43,Kingsbridge - Riverdale,ppb,Summer 2019,,2019-06-01T00:00:00.000,650964
386,Ozone (O3),Mean,UHF34,101,28.72,Kingsbridge - Riverdale,ppb,Summer 2015,,2015-06-01T00:00:00.000,338214
386,Ozone (O3),Mean,UHF34,102,30.34,Northeast Bronx,ppb,Summer 2019,,2019-06-01T00:00:00.000,650965
386,Ozone (O3),Mean,UHF34,102,29.93,Northeast Bronx,ppb,Summer 2015,,2015-06-01T00:00:00.000,338215
386,Ozone (O3),Mean,UHF34,201,30.97,Greenpoint,ppb,Summer 2015,,2015-06-01T00:00:00.000,338218
365,Fine particles (PM 2.5),Mean,UHF34,101,11.33,Kingsbridge - Riverdale,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173225
365,Fine particles (PM 2.5),Mean,UHF34,102,6.66,Northeast Bronx,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669708
365,Fine particles (PM 2.5),Mean,UHF34,102,7.70,Northeast Bronx,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649793
375,Nitrogen dioxide (NO2),Mean,UHF34,303,22.99,East Harlem,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336667
375,Nitrogen dioxide (NO2),Mean,UHF34,303,29.90,East Harlem,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172596
375,Nitrogen dioxide (NO2),Mean,UHF34,303,27.65,East Harlem,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,172664
375,Nitrogen dioxide (NO2),Mean,UHF34,304,29.30,Upper West Side,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,172665
375,Nitrogen dioxide (NO2),Mean,UHF34,103,24.13,Fordham - Bronx Pk,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171697
375,Nitrogen dioxide (NO2),Mean,UHF34,103,22.59,Fordham - Bronx Pk,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667322
375,Nitrogen dioxide (NO2),Mean,UHF34,103,12.17,Fordham - Bronx Pk,ppb,Summer 2019,,2019-06-01T00:00:00.000,643451
386,Ozone (O3),Mean,UHF34,204,32.61,East New York,ppb,Summer 2019,,2019-06-01T00:00:00.000,650971
386,Ozone (O3),Mean,UHF34,103,29.64,Fordham - Bronx Pk,ppb,Summer 2019,,2019-06-01T00:00:00.000,650966
386,Ozone (O3),Mean,UHF34,104,30.87,Pelham - Throgs Neck,ppb,Summer 2019,,2019-06-01T00:00:00.000,650967
386,Ozone (O3),Mean,UHF34,104,31.41,Pelham - Throgs Neck,ppb,Summer 2015,,2015-06-01T00:00:00.000,338217
375,Nitrogen dioxide (NO2),Mean,UHF34,104,22.22,Pelham - Throgs Neck,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667328
375,Nitrogen dioxide (NO2),Mean,UHF34,104,12.80,Pelham - Throgs Neck,ppb,Summer 2019,,2019-06-01T00:00:00.000,643454
375,Nitrogen dioxide (NO2),Mean,UHF34,104,15.12,Pelham - Throgs Neck,ppb,Summer 2015,,2015-06-01T00:00:00.000,336626
375,Nitrogen dioxide (NO2),Mean,UHF34,104,21.04,Pelham - Throgs Neck,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172616
375,Nitrogen dioxide (NO2),Mean,UHF34,104,22.38,Pelham - Throgs Neck,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171698
375,Nitrogen dioxide (NO2),Mean,UHF34,203,14.34,Bedford Stuyvesant - Crown Heights,ppb,Summer 2019,,2019-06-01T00:00:00.000,643463
375,Nitrogen dioxide (NO2),Mean,UHF34,203,15.97,Bedford Stuyvesant - Crown Heights,ppb,Summer 2015,,2015-06-01T00:00:00.000,336635
375,Nitrogen dioxide (NO2),Mean,UHF34,203,25.17,Bedford Stuyvesant - Crown Heights,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172619
375,Nitrogen dioxide (NO2),Mean,UHF34,203,27.11,Bedford Stuyvesant - Crown Heights,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171701
365,Fine particles (PM 2.5),Mean,UHF34,103,9.73,Fordham - Bronx Pk,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334085
365,Fine particles (PM 2.5),Mean,UHF34,103,9.47,Fordham - Bronx Pk,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174213
365,Fine particles (PM 2.5),Mean,UHF34,104,9.23,Pelham - Throgs Neck,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174214
365,Fine particles (PM 2.5),Mean,UHF34,104,6.74,Pelham - Throgs Neck,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649798
365,Fine particles (PM 2.5),Mean,UHF34,104,8.06,Pelham - Throgs Neck,mcg/m3,Winter 2017-18,,2017-12-01T00:00:00.000,605800
365,Fine particles (PM 2.5),Mean,UHF34,104,12.05,Pelham - Throgs Neck,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211861
365,Fine particles (PM 2.5),Mean,UHF34,203,6.61,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649807
365,Fine particles (PM 2.5),Mean,UHF34,203,8.61,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2017-18,,2017-12-01T00:00:00.000,605809
365,Fine particles (PM 2.5),Mean,UHF34,204,8.23,East New York,mcg/m3,Winter 2017-18,,2017-12-01T00:00:00.000,605812
365,Fine particles (PM 2.5),Mean,UHF34,204,6.56,East New York,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649810
365,Fine particles (PM 2.5),Mean,UHF34,203,11.94,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211864
365,Fine particles (PM 2.5),Mean,UHF34,204,11.69,East New York,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211865
365,Fine particles (PM 2.5),Mean,UHF34,304,7.38,Upper West Side,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649843
365,Fine particles (PM 2.5),Mean,UHF42,103,7.20,Fordham - Bronx Pk,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649671
365,Fine particles (PM 2.5),Mean,UHF42,103,9.14,Fordham - Bronx Pk,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,333958
365,Fine particles (PM 2.5),Mean,UHF42,103,8.76,Fordham - Bronx Pk,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212796
365,Fine particles (PM 2.5),Mean,UHF42,103,10.77,Fordham - Bronx Pk,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178485
365,Fine particles (PM 2.5),Mean,UHF42,103,11.10,Fordham - Bronx Pk,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178401
365,Fine particles (PM 2.5),Mean,UHF42,203,7.23,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649692
365,Fine particles (PM 2.5),Mean,UHF42,203,8.87,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,333979
365,Fine particles (PM 2.5),Mean,UHF42,203,10.29,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178492
365,Fine particles (PM 2.5),Mean,UHF42,203,10.75,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178408
365,Fine particles (PM 2.5),Mean,UHF42,203,8.97,Bedford Stuyvesant - Crown Heights,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212803
375,Nitrogen dioxide (NO2),Mean,UHF34,503504,21.06,Southern SI,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211584
375,Nitrogen dioxide (NO2),Mean,UHF34,503504,10.97,Southern SI,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643540
375,Nitrogen dioxide (NO2),Mean,UHF34,503504,18.06,Southern SI,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602926
365,Fine particles (PM 2.5),Mean,UHF42,105,10.94,Crotona -Tremont,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177941
365,Fine particles (PM 2.5),Mean,UHF42,105,11.01,Crotona -Tremont,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,177899
365,Fine particles (PM 2.5),Mean,UHF42,105,8.73,Crotona -Tremont,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742175
365,Fine particles (PM 2.5),Mean,UHF42,105,7.53,Crotona -Tremont,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605675
365,Fine particles (PM 2.5),Mean,UHF42,105,9.67,Crotona -Tremont,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,333964
365,Fine particles (PM 2.5),Mean,UHF42,205,6.47,Sunset Park,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669805
365,Fine particles (PM 2.5),Mean,UHF42,205,7.97,Sunset Park,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649698
365,Fine particles (PM 2.5),Mean,UHF42,205,9.45,Sunset Park,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,333985
365,Fine particles (PM 2.5),Mean,UHF42,205,9.45,Sunset Park,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212805
365,Fine particles (PM 2.5),Mean,UHF42,205,11.04,Sunset Park,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178410
365,Fine particles (PM 2.5),Mean,UHF42,205,10.84,Sunset Park,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178494
365,Fine particles (PM 2.5),Mean,UHF42,203,6.20,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669811
365,Fine particles (PM 2.5),Mean,UHF42,305,10.43,Upper East Side,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212816
365,Fine particles (PM 2.5),Mean,UHF42,305,12.88,Upper East Side,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178421
365,Fine particles (PM 2.5),Mean,UHF42,305,12.10,Upper East Side,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178505
365,Fine particles (PM 2.5),Mean,UHF42,305,6.72,Upper East Side,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669772
365,Fine particles (PM 2.5),Mean,UHF42,403,8.45,Flushing - Clearview,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334042
365,Fine particles (PM 2.5),Mean,UHF42,103,8.67,Fordham - Bronx Pk,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742169
365,Fine particles (PM 2.5),Mean,UHF42,103,7.19,Fordham - Bronx Pk,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605669
365,Fine particles (PM 2.5),Mean,UHF42,103,7.57,Fordham - Bronx Pk,mcg/m3,Annual Average 2016,,2015-12-31T00:00:00.000,410743
365,Fine particles (PM 2.5),Mean,UHF34,206,8.40,Borough Park,mcg/m3,Winter 2017-18,,2017-12-01T00:00:00.000,605818
365,Fine particles (PM 2.5),Mean,UHF34,206,11.67,Borough Park,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211867
365,Fine particles (PM 2.5),Mean,UHF34,206,12.56,Borough Park,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173098
365,Fine particles (PM 2.5),Mean,UHF34,401,7.99,Long Island City - Astoria,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649846
365,Fine particles (PM 2.5),Mean,UHF34,401,13.59,Long Island City - Astoria,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173108
365,Fine particles (PM 2.5),Mean,UHF34,208,6.85,Canarsie - Flatlands,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669678
365,Fine particles (PM 2.5),Mean,UHF34,208,7.71,Canarsie - Flatlands,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649823
365,Fine particles (PM 2.5),Mean,UHF34,208,8.97,Canarsie - Flatlands,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334112
365,Fine particles (PM 2.5),Mean,UHF34,208,9.83,Canarsie - Flatlands,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173236
365,Fine particles (PM 2.5),Mean,UHF34,208,9.12,Canarsie - Flatlands,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,174154
375,Nitrogen dioxide (NO2),Mean,UHF34,206,20.87,Borough Park,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,172690
375,Nitrogen dioxide (NO2),Mean,UHF34,208,21.17,Canarsie - Flatlands,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741052
386,Ozone (O3),Mean,UHF34,208,35.79,Canarsie - Flatlands,ppb,Summer 2016,,2016-06-01T00:00:00.000,412047
386,Ozone (O3),Mean,UHF34,208,35.91,Canarsie - Flatlands,ppb,Summer 2011,,2011-06-01T00:00:00.000,221857
386,Ozone (O3),Mean,UHF34,208,30.36,Canarsie - Flatlands,ppb,Summer 2020,,2020-06-01T00:00:00.000,670926
386,Ozone (O3),Mean,UHF34,208,32.45,Canarsie - Flatlands,ppb,Summer 2017,,2017-06-01T00:00:00.000,549380
386,Ozone (O3),Mean,UHF34,208,32.96,Canarsie - Flatlands,ppb,Summer 2018,,2018-06-01T00:00:00.000,605283
386,Ozone (O3),Mean,UHF34,208,29.00,Canarsie - Flatlands,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122135
375,Nitrogen dioxide (NO2),Mean,UHF34,206,28.12,Borough Park,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211561
375,Nitrogen dioxide (NO2),Mean,UHF34,208,25.35,Canarsie - Flatlands,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211563
375,Nitrogen dioxide (NO2),Mean,UHF34,208,25.93,Canarsie - Flatlands,ppb,Winter 2008-09,,2008-12-01T00:00:00.000,171570
375,Nitrogen dioxide (NO2),Mean,UHF34,208,14.28,Canarsie - Flatlands,ppb,Annual Average 2021,,2021-01-01T00:00:00.000,741054
375,Nitrogen dioxide (NO2),Mean,UHF34,208,15.64,Canarsie - Flatlands,ppb,Annual Average 2017,,2017-01-01T00:00:00.000,549920
386,Ozone (O3),Mean,UHF34,208,28.97,Canarsie - Flatlands,ppb,Summer 2009,,2009-06-01T00:00:00.000,221855
386,Ozone (O3),Mean,UHF34,401,26.08,Long Island City - Astoria,ppb,Summer 2009,,2009-06-01T00:00:00.000,221903
365,Fine particles (PM 2.5),Mean,UHF34,208,7.99,Canarsie - Flatlands,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742322
365,Fine particles (PM 2.5),Mean,UHF34,208,6.70,Canarsie - Flatlands,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605822
365,Fine particles (PM 2.5),Mean,Borough,4,10.09,Queens,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,179591
365,Fine particles (PM 2.5),Mean,Borough,4,10.06,Queens,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,179586
365,Fine particles (PM 2.5),Mean,Borough,4,8.14,Queens,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742157
365,Fine particles (PM 2.5),Mean,Borough,4,8.23,Queens,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,211423
386,Ozone (O3),Mean,UHF34,206,25.54,Borough Park,ppb,Summer 2009,,2009-06-01T00:00:00.000,221843
375,Nitrogen dioxide (NO2),Mean,UHF34,401,27.14,Long Island City - Astoria,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602887
375,Nitrogen dioxide (NO2),Mean,UHF34,401,29.39,Long Island City - Astoria,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211571
375,Nitrogen dioxide (NO2),Mean,UHF34,408,15.51,Jamaica,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643516
375,Nitrogen dioxide (NO2),Mean,UHF34,207,16.38,East Flatbush - Flatbush,ppb,Annual Average 2021,,2021-01-01T00:00:00.000,741051
375,Nitrogen dioxide (NO2),Mean,UHF34,207,18.83,East Flatbush - Flatbush,ppb,Annual Average 2017,,2017-01-01T00:00:00.000,549917
365,Fine particles (PM 2.5),Mean,UHF42,102,5.95,Northeast Bronx,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669835
365,Fine particles (PM 2.5),Mean,UHF42,102,9.13,Northeast Bronx,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,333955
365,Fine particles (PM 2.5),Mean,UHF42,102,8.71,Northeast Bronx,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212795
365,Fine particles (PM 2.5),Mean,UHF42,102,10.48,Northeast Bronx,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178484
365,Fine particles (PM 2.5),Mean,UHF42,202,11.14,Downtown - Heights - Slope,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178491
375,Nitrogen dioxide (NO2),Mean,UHF34,407,15.14,Southwest Queens,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643513
375,Nitrogen dioxide (NO2),Mean,UHF34,407,27.42,Southwest Queens,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211575
375,Nitrogen dioxide (NO2),Mean,UHF34,407,29.22,Southwest Queens,ppb,Winter 2008-09,,2008-12-01T00:00:00.000,171582
375,Nitrogen dioxide (NO2),Mean,UHF34,207,14.54,East Flatbush - Flatbush,ppb,Summer 2015,,2015-06-01T00:00:00.000,336647
375,Nitrogen dioxide (NO2),Mean,UHF34,207,23.64,East Flatbush - Flatbush,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172623
386,Ozone (O3),Mean,UHF34,207,30.73,East Flatbush - Flatbush,ppb,Summer 2013,,2013-06-01T00:00:00.000,221853
386,Ozone (O3),Mean,UHF34,207,33.38,East Flatbush - Flatbush,ppb,Summer 2012,,2012-06-01T00:00:00.000,221852
365,Fine particles (PM 2.5),Mean,UHF42,306,13.27,Chelsea - Clinton,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178506
365,Fine particles (PM 2.5),Mean,UHF42,102,8.54,Northeast Bronx,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742166
365,Fine particles (PM 2.5),Mean,UHF42,102,7.55,Northeast Bronx,mcg/m3,Annual Average 2016,,2015-12-31T00:00:00.000,410740
365,Fine particles (PM 2.5),Mean,UHF42,102,10.17,Northeast Bronx,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177938
365,Fine particles (PM 2.5),Mean,UHF42,202,11.12,Downtown - Heights - Slope,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,177903
365,Fine particles (PM 2.5),Mean,UHF42,102,6.66,Northeast Bronx,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669834
365,Fine particles (PM 2.5),Mean,UHF42,102,7.70,Northeast Bronx,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649667
365,Fine particles (PM 2.5),Mean,UHF42,102,9.73,Northeast Bronx,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,333956
365,Fine particles (PM 2.5),Mean,UHF42,202,9.90,Downtown - Heights - Slope,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,178533
365,Fine particles (PM 2.5),Mean,UHF42,202,9.84,Downtown - Heights - Slope,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410759
365,Fine particles (PM 2.5),Mean,UHF42,202,12.26,Downtown - Heights - Slope,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177861
386,Ozone (O3),Mean,UHF34,207,27.11,East Flatbush - Flatbush,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122134
375,Nitrogen dioxide (NO2),Mean,UHF42,102,19.52,Northeast Bronx,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336493
375,Nitrogen dioxide (NO2),Mean,UHF42,102,15.40,Northeast Bronx,ppb,Summer 2014,,2014-06-01T00:00:00.000,212417
375,Nitrogen dioxide (NO2),Mean,UHF42,102,21.06,Northeast Bronx,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176594
375,Nitrogen dioxide (NO2),Mean,UHF42,102,22.39,Northeast Bronx,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,176510
365,Fine particles (PM 2.5),Mean,UHF42,202,10.67,Downtown - Heights - Slope,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,177189
365,Fine particles (PM 2.5),Mean,UHF42,202,10.44,Downtown - Heights - Slope,mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,177273
375,Nitrogen dioxide (NO2),Mean,UHF42,202,18.26,Downtown - Heights - Slope,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667105
365,Fine particles (PM 2.5),Mean,UHF34,102,9.73,Northeast Bronx,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334082
365,Fine particles (PM 2.5),Mean,UHF34,102,9.65,Northeast Bronx,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,174144
365,Fine particles (PM 2.5),Mean,UHF34,102,10.59,Northeast Bronx,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173226
365,Fine particles (PM 2.5),Mean,UHF34,101,9.27,Kingsbridge - Riverdale,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174211
365,Fine particles (PM 2.5),Mean,UHF34,202,9.90,Downtown - Heights - Slope,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174216
365,Fine particles (PM 2.5),Mean,UHF34,102,9.11,Northeast Bronx,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174212
365,Fine particles (PM 2.5),Mean,UHF34,201,10.27,Greenpoint,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,174215
365,Fine particles (PM 2.5),Mean,UHF34,101,7.41,Kingsbridge - Riverdale,mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547495
365,Fine particles (PM 2.5),Mean,UHF34,101,10.16,Kingsbridge - Riverdale,mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,334080
365,Fine particles (PM 2.5),Mean,UHF34,101,8.88,Kingsbridge - Riverdale,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,174245
365,Fine particles (PM 2.5),Mean,UHF34,301,12.93,Washington Heights,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211873
365,Fine particles (PM 2.5),Mean,UHF34,301,15.06,Washington Heights,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173104
365,Fine particles (PM 2.5),Mean,UHF34,201,8.56,Greenpoint,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649801
365,Fine particles (PM 2.5),Mean,UHF34,201,13.51,Greenpoint,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,211862
365,Fine particles (PM 2.5),Mean,UHF34,201,14.25,Greenpoint,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173093
